12,1,0
28,1,1
5,1,2
29,1,3
23,1,4
24,1,5
22,1,6
25,1,7
21,1,8
20,1,9
18,1,10
16,1,11
15,1,12
26,1,13
14,1,14
13,1,15
6,1,16
33,1,17
11,1,18
30,1,19
17,1,20
32,1,21
31,1,22
27,1,23
34,1,24
9,1,25
42,1,26
10,1,27
19,1,28
43,1,29
39,1,30
40,1,31
7,1,32
8,1,33
35,1,34
36,1,35
37,1,36
38,1,37
41,1,38
