30,16,ж/м Биримдик,74.701421,42.920031,0
31,16,ж/м Биримдик,74.698388,42.920264,1
7,16,Чкалова,74.670740,42.882999,2
29,16,Камвольно-суконный комбинат,74.666044,42.883597,3
14,16,Аламединский райисполком,74.659996,42.884134,4
28,16,Прокуратура Аламудунского района,74.656211,42.887312,5
19,16,Жибек-Жолу,74.655758,42.888605,6
18,16,Аламединский РОВД,74.648570,42.888669,7
16,16,Пархоменко,74.643192,42.888640,8
17,16,Аламединский рынок,74.638784,42.888437,9
26,16,Аламединский рынок,74.635719,42.886701,10
8,16,ЦСМ №5,74.636735,42.882273,11
9,16,Атая Огонбаева,74.637534,42.878560,12
5,16,Свердловская районная администрация,74.634925,42.875143,13
24,16,м-н Восток-5,74.630957,42.875154,14
12,16,Рынок Таалай,74.627283,42.875198,15
20,16,Детский мир,74.619229,42.875459,16
13,16,ЦУМ Айчурек,74.613393,42.875660,17
23,16,Кинотеатр Ала-Тоо,74.608258,42.875859,18
22,16,Кинотеатр Россия,74.594479,42.876317,19
15,16,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,20
25,16,Национальная академия наук Кыргызской Республики,74.579595,42.877177,21
6,16,Бейшеналиевой,74.574078,42.877282,22
21,16,Павлова,74.566306,42.877662,23
11,16,Рыскулова,74.560931,42.879870,24
10,16,Коммунаров,74.557009,42.882909,25
27,16,Умут ж/м,74.551473,42.918425,26
