38,166,Оскон-Ордо,74.699522,42.829636,0
15,166,Микрорайон Тунгуч,74.689595,42.855208,1
16,166,Микрорайон Тунгуч-1,74.682126,42.855493,2
14,166,Университет Ала-Тоо,74.677683,42.855674,3
10,166,ТЦ Аю Grand,74.675640,42.857823,4
11,166,Автосборочный завод,74.675908,42.861486,5
12,166,Академия МВД,74.676537,42.870084,6
13,166,Депо-2,74.674762,42.874752,7
37,166,Теплицы,74.664901,42.875160,8
23,166,ТЭЦ-2,74.656094,42.875169,9
22,166,ТЭЦ,74.647973,42.875164,10
32,166,Академия Туризма,74.639597,42.875145,11
5,166,Свердловская районная администрация,74.634925,42.875143,12
31,166,м-н Восток-5,74.630957,42.875154,13
9,166,Рынок Таалай,74.627283,42.875198,14
21,166,Детский мир,74.619229,42.875459,15
20,166,Правды (проспект Чуй),74.617577,42.875777,16
24,166,Цирк,74.611697,42.880060,17
30,166,Кинотеатр Ала-Тоо,74.608258,42.875859,18
29,166,Кинотеатр Россия,74.594479,42.876317,19
17,166,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,20
35,166,Национальная академия наук Кыргызской Республики,74.579595,42.877177,21
6,166,Бейшеналиевой,74.574078,42.877282,22
25,166,Павлова,74.566306,42.877662,23
27,166,Шлагбаум,74.560180,42.877973,24
28,166,Улица Каракумская,74.551351,42.876739,25
33,166,Кызыл-Аскер,74.542951,42.875629,26
26,166,Школа №49 им. А. Толубаева,74.537324,42.875252,27
34,166,Улица Кайназаровой,74.532729,42.874939,28
7,166,Рынок Дордой Моторс,74.528127,42.874627,29
18,166,Садыгалиева,74.520802,42.874143,30
36,166,ЗАО Акун,74.516008,42.874079,31
19,166,Киркомстром,74.507621,42.874316,32
8,166,Баетова,74.498866,42.875300,33
39,166,Конечная,74.488557,42.885214,34
