22,107,Чон Курганская,74.594978,42.941800,0
6,107,Бешкунгейский пер.,74.586841,42.937938,1
27,107,Профессора Зимы,74.593271,42.930815,2
26,107,Чуй 23-я,74.592458,42.926692,3
21,107,Школа №81,74.591495,42.920476,4
20,107,Саадаева,74.590904,42.912742,5
14,107,Тоголок Молдо,74.597588,42.906498,6
15,107,Щербакова,74.597592,42.902604,7
8,107,Васильева,74.597596,42.899316,8
28,107,Тоголок Молдо,74.597213,42.891872,9
25,107,Куренкеева,74.596763,42.887910,10
17,107,Церковь,74.596624,42.885773,11
16,107,Энергосбыт,74.595764,42.883652,12
9,107,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,13
19,107,Национальная академия наук Кыргызской Республики,74.579595,42.877177,14
23,107,Калык Акиева,74.577741,42.876535,15
13,107,Бульвар Молодой Гвардии,74.576875,42.875888,16
5,107,Ошский рынок,74.571554,42.875626,17
7,107,Пивной завод Арпа,74.571287,42.872751,18
10,107,Кулиева,74.568779,42.871335,19
11,107,Матыева,74.569237,42.864440,20
12,107,Леваневского,74.568501,42.858932,21
18,107,Красная,74.568043,42.855640,22
29,107,Джал-23 микрорайон,74.564413,42.843944,23
24,107,Гипермаркет Азия,74.558874,42.843865,24
30,107,Шералиева,74.552468,42.836761,25
32,107,Шералиева,74.553537,42.827796,26
31,107,Магазин Жакып,74.561997,42.805898,27
