42,42,12-й микрорайон,74.641084,42.813885,0
17,42,Азия гипермаркет,74.639795,42.815617,1
8,42,Саякбая Каралаева,74.636269,42.818336,2
15,42,Асанбай,74.628755,42.821034,3
14,42,6-й микрорайон,74.631167,42.826916,4
20,42,7-й микрорайон,74.622726,42.827994,5
19,42,5-й микрорайон,74.621901,42.832416,6
13,42,4-й микрорайон,74.622211,42.836359,7
18,42,4-й микрорайон,74.622594,42.841110,8
27,42,Юнусалиева,74.622011,42.842297,9
16,42,Кыргызская Государственная Академия Физической Культуры и Спорта,74.614835,42.842606,10
21,42,Ахунбаева,74.608943,42.843592,11
22,42,Завод Дастан,74.609538,42.849096,12
23,42,Медерова,74.609938,42.852907,13
28,42,Кулатова,74.610541,42.858627,14
29,42,Боконбаева,74.611256,42.867233,15
7,42,Моссовет,74.611448,42.869898,16
41,42,Киевская,74.610539,42.874487,17
34,42,Бульвар Эркиндик,74.607748,42.874610,18
36,42,Кинотеатр Россия,74.594479,42.876317,19
24,42,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,20
39,42,Национальная академия наук Кыргызской Республики,74.579595,42.877177,21
5,42,Бейшеналиевой,74.574078,42.877282,22
30,42,Павлова,74.566306,42.877662,23
33,42,Шлагбаум,74.560180,42.877973,24
35,42,Улица Каракумская,74.551351,42.876739,25
37,42,Кызыл-Аскер,74.542951,42.875629,26
32,42,Школа №49 им. А. Толубаева,74.537324,42.875252,27
38,42,Улица Кайназаровой,74.532729,42.874939,28
9,42,Рынок Дордой Моторс,74.528127,42.874627,29
25,42,Садыгалиева,74.520802,42.874143,30
40,42,ЗАО Акун,74.516008,42.874079,31
26,42,Киркомстром,74.507621,42.874316,32
10,42,Баетова,74.498866,42.875300,33
11,42,Кирова,74.491759,42.874729,34
6,42,Детский сад №43,74.478774,42.862771,35
12,42,Кок-Кыя,74.472558,42.862308,36
31,42,ж/м Ала-Тоо,74.464815,42.861824,37
