41,145,Куланак,74.646869,42.833838,0
40,145,Конечная,74.641367,42.833073,1
39,145,Молдокулова,74.644734,42.839546,2
9,145,Куйручук,74.643369,42.841589,3
10,145,Магазин Глобус,74.638470,42.841668,4
35,145,Улан микрорайон,74.636101,42.843383,5
22,145,Кок-Жар микрорайон,74.634186,42.851506,6
13,145,Анкара,74.635159,42.855206,7
14,145,ТЦ Технопарк,74.633959,42.856165,8
15,145,Городское ГАИ,74.627228,42.856326,9
16,145,ТЦ Таш-Рабат,74.621428,42.856534,10
8,145,Жукеева-Пудовкина,74.615573,42.856749,11
23,145,Кулатова,74.610541,42.858627,12
24,145,Боконбаева,74.611256,42.867233,13
7,145,Моссовет,74.611448,42.869898,14
37,145,Киевская,74.610539,42.874487,15
29,145,Бульвар Эркиндик,74.607748,42.874610,16
25,145,Площадь Ала-Тоо,74.601963,42.874772,17
31,145,Кинотеатр Россия,74.594479,42.876317,18
17,145,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,19
34,145,Национальная академия наук Кыргызской Республики,74.579595,42.877177,20
6,145,Бейшеналиевой,74.574078,42.877282,21
26,145,Павлова,74.566306,42.877662,22
28,145,Шлагбаум,74.560180,42.877973,23
30,145,Улица Каракумская,74.551351,42.876739,24
32,145,Кызыл-Аскер,74.542951,42.875629,25
27,145,Школа №49 им. А. Толубаева,74.537324,42.875252,26
33,145,Улица Кайназаровой,74.532729,42.874939,27
11,145,Рынок Дордой Моторс,74.528127,42.874627,28
18,145,Садыгалиева,74.520802,42.874143,29
36,145,ЗАО Акун,74.516008,42.874079,30
19,145,Киркомстром,74.507621,42.874316,31
12,145,Баетова,74.498866,42.875300,32
21,145,Школьная,74.488652,42.875097,33
20,145,Колхозная,74.476211,42.874531,34
5,145,Луговая,74.471637,42.877092,35
38,145,БЧК,74.457151,42.889128,36
