22,243,микрорайон Асанбай,74.629013,42.813791,0
32,243,микрорайон Асанбай,74.629852,42.813543,1
16,243,микрорайон Асанбай,74.630209,42.813978,2
17,243,11-й микрорайон,74.627100,42.815971,3
13,243,Асанбай,74.628755,42.821034,4
12,243,6-й микрорайон,74.631167,42.826916,5
33,243,5-й микрорайон,74.630774,42.832851,6
15,243,4-й микрорайон,74.628993,42.835305,7
10,243,Юнусалиева (ул. Суеркулова),74.621460,42.835657,8
18,243,Орто-Сайский рынок,74.616186,42.837061,9
14,243,Кыргызская Государственная Академия Физической Культуры и Спорта,74.614835,42.842606,10
19,243,Ахунбаева,74.608943,42.843592,11
20,243,Завод Дастан,74.609538,42.849096,12
21,243,Медерова,74.609938,42.852907,13
24,243,Кулатова,74.610541,42.858627,14
25,243,Боконбаева,74.611256,42.867233,15
7,243,Моссовет,74.611448,42.869898,16
31,243,Киевская,74.610539,42.874487,17
29,243,Бульвар Эркиндик,74.607748,42.874610,18
27,243,Площадь Ала-Тоо,74.601963,42.874772,19
26,243,Тоголок Молдо,74.594180,42.875052,20
23,243,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,21
30,243,Национальная академия наук Кыргызской Республики,74.579595,42.877177,22
6,243,Бейшеналиевой,74.574078,42.877282,23
28,243,Павлова,74.566306,42.877662,24
9,243,Рыскулова,74.560931,42.879870,25
8,243,Коммунаров,74.557009,42.882909,26
11,243,Ленская,74.552367,42.886612,27
5,243,с. Пригородное,74.537410,42.906894,28
