635.27
493.77
624.50
629.62
566.11
386.40
280.84
447.94
489.34
400.69
168.89
508.37
543.40
1252.69
1104.04
588.06
325.41
309.93
652.52
527.25
372.30
1112.13
652.93
592.61
465.78
1762.55
497.72
523.34
146.33
535.87
325.93
905.60
930.24
4910.45
1098.11
376.99
1406.22
2575.72
