35,254,с. Восток (ул. Тельмана),74.677474,42.913307,0
37,254,с. Восток (ул. Тельмана),74.676910,42.911670,1
40,254,60 лет Киргизии,74.672721,42.904123,2
38,254,Лебединовская средняя школа №3,74.671960,42.902961,3
39,254,Восток магазин,74.670722,42.899298,4
12,254,Калинина,74.677824,42.885900,5
16,254,Прокуратура Аламудунского района,74.656145,42.887588,6
14,254,Таатан,74.656135,42.882558,7
36,254,Лермонтова,74.656975,42.878434,8
22,254,ТЭЦ-2,74.656094,42.875169,9
21,254,ТЭЦ,74.647973,42.875164,10
29,254,Академия Туризма,74.639597,42.875145,11
5,254,Свердловская районная администрация,74.634925,42.875143,12
28,254,м-н Восток-5,74.630957,42.875154,13
10,254,Рынок Таалай,74.627283,42.875198,14
18,254,Детский мир,74.619229,42.875459,15
34,254,Киевская,74.610539,42.874487,16
26,254,Бульвар Эркиндик,74.607748,42.874610,17
20,254,Площадь Ала-Тоо,74.601963,42.874772,18
19,254,Тоголок Молдо,74.594180,42.875052,19
13,254,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,20
32,254,Национальная академия наук Кыргызской Республики,74.579595,42.877177,21
6,254,Бейшеналиевой,74.574078,42.877282,22
23,254,Павлова,74.566306,42.877662,23
25,254,Шлагбаум,74.560180,42.877973,24
27,254,Улица Каракумская,74.551351,42.876739,25
30,254,Кызыл-Аскер,74.542951,42.875629,26
24,254,Школа №49 им. А. Толубаева,74.537324,42.875252,27
31,254,Улица Кайназаровой,74.532729,42.874939,28
8,254,Рынок Дордой Моторс,74.528127,42.874627,29
15,254,Садыгалиева,74.520802,42.874143,30
33,254,ЗАО Акун,74.516008,42.874079,31
17,254,Киркомстром,74.507621,42.874316,32
9,254,Баетова,74.498866,42.875300,33
11,254,Кирова,74.491759,42.874729,34
7,254,Детский сад №43,74.478774,42.862771,35
41,254,Ак-Ордо 2-я,74.479803,42.830130,36
