микрорайон Асанбай,10,0
микрорайон Асанбай,16,1
8-й микрорайон,8,2
Кыргызская Государственная Медицинская Академия им. Исы Ахунбаева,9,3
Политех,12,4
Жоомарта Боконбаева,7,5
Кыргызская национальная филармония им. Токтогула Сатылганова,11,6
Бейшеналиевой,5,7
Рыскулова,6,8
Ак-Жол,13,9
Манас,14,10
Аэропорт Манас,15,11
