микрорайон Асанбай,10
микрорайон Асанбай,16
8-й микрорайон,8
Кыргызская Государственная Медицинская Академия им. Исы Ахунбаева,9
Политех,12
Жоомарта Боконбаева,7
Кыргызская национальная филармония им. Токтогула Сатылганова,11
Бейшеналиевой,5
Рыскулова,6
Ак-Жол,13
Манас,14
Аэропорт Манас,15
