10,153,микрорайон Асанбай,74.629013,42.813791,0
16,153,микрорайон Асанбай,74.629852,42.813543,1
8,153,8-й микрорайон,74.607853,42.833541,2
9,153,Кыргызская Государственная Медицинская Академия им. Исы Ахунбаева,74.607961,42.843007,3
12,153,Политех,74.586146,42.844296,4
7,153,Жоомарта Боконбаева,74.587596,42.868751,5
11,153,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,6
5,153,Бейшеналиевой,74.574078,42.877282,7
6,153,Рыскулова,74.560931,42.879870,8
13,153,Ак-Жол,74.479916,42.945764,9
14,153,Манас,74.438047,42.994119,10
15,153,Аэропорт Манас,74.470109,43.053312,11
