43,17,Алтын-Казык 4-я,74.583087,42.961752,0
42,17,Алтын-Казык 1-я,74.584659,42.958366,1
40,17,Багали Махмудова,74.585768,42.950425,2
41,17,Тендик 4-я,74.586579,42.946786,3
39,17,Тендик 3-я,74.586747,42.946271,4
9,17,Бешкунгейский пер.,74.586841,42.937938,5
7,17,Бухарская,74.587083,42.932179,6
38,17,Профессора Зимы,74.593271,42.930815,7
37,17,Чуй 23-я,74.592458,42.926692,8
30,17,Школа №81,74.591495,42.920476,9
29,17,Саадаева,74.590904,42.912742,10
16,17,Тоголок Молдо,74.597588,42.906498,11
36,17,Тоголок Молдо,74.598465,42.903199,12
32,17,Мусоргского,74.604809,42.903200,13
11,17,Элебесова,74.612210,42.903119,14
6,17,БЧК,74.611717,42.898204,15
5,17,Абдрахманова,74.611458,42.892112,16
13,17,Куренкеева,74.611550,42.889301,17
28,17,ТЦ Гоин,74.611703,42.885968,18
15,17,Цирк,74.611697,42.880060,19
31,17,Киевская,74.610539,42.874487,20
20,17,Бульвар Эркиндик,74.607748,42.874610,21
14,17,Площадь Ала-Тоо,74.601963,42.874772,22
22,17,Кинотеатр Россия,74.594479,42.876317,23
12,17,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,24
25,17,Национальная академия наук Кыргызской Республики,74.579595,42.877177,25
8,17,Бейшеналиевой,74.574078,42.877282,26
17,17,Павлова,74.566306,42.877662,27
19,17,Шлагбаум,74.560180,42.877973,28
21,17,Улица Каракумская,74.551351,42.876739,29
23,17,Кызыл-Аскер,74.542951,42.875629,30
18,17,Школа №49 им. А. Толубаева,74.537324,42.875252,31
24,17,Улица Кайназаровой,74.532729,42.874939,32
10,17,Рынок Дордой Моторс,74.528127,42.874627,33
26,17,Волковой,74.521718,42.878234,34
33,17,Садыгалиева,74.521157,42.881965,35
34,17,Профсоюзная,74.518047,42.885025,36
35,17,Профсоюзная,74.512000,42.885063,37
27,17,Автопарк-1,74.505821,42.885139,38
