10,9,12-й микрорайон,74.634910,42.811277,0
12,9,микрорайон Асанбай,74.630209,42.813978,1
13,9,11-й микрорайон,74.627100,42.815971,2
14,9,МТУ №7,74.623051,42.818566,3
41,9,Парк Асанбай,74.620884,42.819956,4
15,9,Сухэ-Батора,74.618647,42.821390,5
16,9,ул. Жукеева-Пудовкина,74.614104,42.824831,6
17,9,Жукеева-Пудовкина,74.612022,42.826632,7
18,9,8-й микрорайон,74.608086,42.828351,8
42,9,Парк Победы,74.603532,42.828617,9
47,9,парк Ынтымак 2,74.593323,42.829142,10
43,9,"Парк ""Ынтымак""",74.591317,42.829593,11
48,9,Учебно-воспитательный комплекс им. Г. Гмайнера,74.591717,42.838410,12
29,9,Алиаскара Токтоналиева,74.591235,42.843463,13
24,9,Политех,74.586146,42.844296,14
30,9,Айни,74.586399,42.848782,15
9,9,Шампанвинкомбинат- ул.Славянская,74.586702,42.854123,16
25,9,Горького,74.587052,42.860324,17
6,9,Жоомарта Боконбаева,74.587596,42.868751,18
44,9,Токтогула,74.588062,42.873198,19
19,9,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,20
37,9,Национальная академия наук Кыргызской Республики,74.579595,42.877177,21
5,9,Бейшеналиевой,74.574078,42.877282,22
31,9,Павлова,74.566306,42.877662,23
33,9,Шлагбаум,74.560180,42.877973,24
34,9,Улица Каракумская,74.551351,42.876739,25
35,9,Кызыл-Аскер,74.542951,42.875629,26
32,9,Школа №49 им. А. Толубаева,74.537324,42.875252,27
36,9,Улица Кайназаровой,74.532729,42.874939,28
7,9,Рынок Дордой Моторс,74.528127,42.874627,29
21,9,Садыгалиева,74.520802,42.874143,30
38,9,ЗАО Акун,74.516008,42.874079,31
22,9,Киркомстром,74.507621,42.874316,32
8,9,Баетова,74.498866,42.875300,33
28,9,Школьная,74.488652,42.875097,34
27,9,Колхозная,74.476211,42.874531,35
26,9,Мельница,74.467167,42.874082,36
23,9,Токтогула,74.459939,42.873721,37
20,9,Пушкина,74.455142,42.873481,38
40,9,Октябрьская,74.447428,42.873099,39
39,9,Колхозная,74.440975,42.872775,40
45,9,Зайнидина Уметалиева,74.435358,42.864190,41
11,9,Новостройка ВОССТ,74.435943,42.855738,42
46,9,с. Северный рассвет,74.417066,42.851800,43
