33,23,Ак-Бата,74.614430,42.963168,0
41,23,Ак-Бата 19-я,74.614259,42.962251,1
35,23,Ак-Бата 12-я,74.613888,42.958186,2
36,23,Ак-Бата 7,74.613534,42.954085,3
40,23,Ак-Бата 4-я,74.613441,42.951871,4
34,23,Ак-Бата 3-я,74.611928,42.951469,5
4,23,Якова Логвиненко,74.602013,42.937934,6
5,23,Северный пер.,74.602282,42.935502,7
11,23,Советский пер.,74.602069,42.932426,8
12,23,Заводской пер.,74.601863,42.929382,9
13,23,Нижне-Аларчинская средняя школа,74.601674,42.926426,10
14,23,Колхозная,74.601441,42.923039,11
15,23,Малый Чуйский канал,74.601257,42.920112,12
16,23,Западный пер.,74.600765,42.913776,13
39,23,Саадаева,74.598733,42.911859,14
26,23,Тоголок Молдо,74.597588,42.906498,15
27,23,Щербакова,74.597592,42.902604,16
20,23,Васильева,74.597596,42.899316,17
42,23,Тоголок Молдо,74.597213,42.891872,18
38,23,Куренкеева,74.596763,42.887910,19
30,23,Церковь,74.596624,42.885773,20
28,23,Энергосбыт,74.595764,42.883652,21
25,23,Исанова,74.591084,42.883863,22
24,23,Кыргызский Государственный Национальный Университет,74.588772,42.882064,23
21,23,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,24
32,23,Национальная академия наук Кыргызской Республики,74.579595,42.877177,25
10,23,Бейшеналиевой,74.574078,42.877282,26
17,23,Ошский рынок,74.571554,42.875626,27
18,23,Пивной завод Арпа,74.571287,42.872751,28
22,23,Родильный дом №2,74.571593,42.871047,29
23,23,Чокморова,74.574423,42.869249,30
19,23,Рынок Баткен,74.567805,42.865535,31
29,23,Садырбаева,74.556884,42.865066,32
31,23,Станция Пишпек,74.551888,42.864847,33
9,23,Репина,74.549339,42.852165,34
6,23,4-я Горбольница,74.543113,42.848375,35
7,23,СОШ №92,74.522981,42.835137,36
8,23,Селекционное,74.517375,42.829248,37
43,23,Асанкула,74.510761,42.811088,38
37,23,с. Джал,74.512338,42.792354,39
44,23,с.Сарбан,74.509994,42.781244,40
