74,38,Аламедин-1,74.688985,42.874142,0
81,38,Кыргыз почтасы,74.683468,42.875059,1
79,38,Рынок Чолпон,74.677947,42.876550,2
80,38,Центр семейной медицины №5,74.674075,42.877470,3
75,38,Спортшкола,74.666836,42.878284,4
94,38,Школа–интернат,74.661675,42.878660,5
97,38,Лермонтова,74.656975,42.878434,6
83,38,ТЭЦ-2,74.656094,42.875169,7
82,38,ТЭЦ,74.647973,42.875164,8
92,38,Академия Туризма,74.639597,42.875145,9
70,38,Свердловская районная администрация,74.634925,42.875143,10
91,38,м-н Восток-5,74.630957,42.875154,11
73,38,Рынок Таалай,74.627283,42.875198,12
78,38,Детский мир,74.619229,42.875459,13
77,38,Правды (проспект Чуй),74.617577,42.875777,14
84,38,Цирк,74.611697,42.880060,15
90,38,Кинотеатр Ала-Тоо,74.608258,42.875859,16
89,38,Кинотеатр Россия,74.594479,42.876317,17
76,38,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,18
96,38,Национальная академия наук Кыргызской Республики,74.579595,42.877177,19
72,38,Бейшеналиевой,74.574078,42.877282,20
85,38,Павлова,74.566306,42.877662,21
87,38,Шлагбаум,74.560180,42.877973,22
88,38,Улица Каракумская,74.551351,42.876739,23
93,38,Кызыл-Аскер,74.542951,42.875629,24
86,38,Школа №49 им. А. Толубаева,74.537324,42.875252,25
95,38,Улица Кайназаровой,74.532729,42.874939,26
99,38,Средняя общеобразовательная школа №83,74.524801,42.881470,27
67,38,Кудайберген,74.523401,42.883849,28
68,38,Геология,74.522474,42.887025,29
98,38,Спорт клуб,74.519470,42.889952,30
71,38,Военный институт,74.516955,42.892867,31
69,38,Эгинчиева,74.524632,42.893801,32
100,38,ж/м Достук,74.531293,42.886428,33
