30,8,с. Арчалы,74.506576,42.734702,0
23,8,с. Байтик,74.546717,42.736535,1
24,8,Подстанция,74.554702,42.742424,2
25,8,Арка,74.569496,42.761800,3
10,8,Карьерная,74.577813,42.788768,4
11,8,Мусулманкулова,74.574105,42.796921,5
6,8,Садырбаева,74.569328,42.805346,6
22,8,Матисакова,74.566246,42.811014,7
14,8,проспект Абсамата Масалиева,74.565896,42.829455,8
26,8,Масалиева,74.574250,42.829339,9
28,8,ТРЦ Ала-Арча,74.585346,42.830159,10
12,8,Казахстанское посольство,74.585509,42.833037,11
15,8,Политех,74.586146,42.844296,12
17,8,Айни,74.586399,42.848782,13
9,8,Шампанвинкомбинат - ул.Славянская,74.586702,42.854123,14
16,8,Горького,74.587052,42.860324,15
8,8,Жоомарта Боконбаева,74.587596,42.868751,16
29,8,Токтогула,74.588062,42.873198,17
13,8,Кыргызская национальная филармония им. Токтогула Сатылганова,74.586949,42.876682,18
21,8,Национальная академия наук Кыргызской Республики,74.579595,42.877177,19
7,8,Бейшеналиевой,74.574078,42.877282,20
18,8,Павлова,74.566306,42.877662,21
19,8,Шлагбаум,74.560180,42.877973,22
20,8,Улица Каракумская,74.551351,42.876739,23
27,8,микрорайон Достук,74.534616,42.888826,24
5,8,110-й квартал,74.529046,42.893619,25
